film_id;remote_film_id;name;budget;popularity;release_date;revenue;vote_average;vote_count;Action;Adventure;Animation;Comedy;Crime;Documentary;Drama;Family;Fantasy;History;Horror;Mystery;Romance;Science Fiction;TV Movie;Thriller;War;Western;Music
187;1092;The Third Man;0;8.89;1949;596349;8.1;681;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
188;3090;The Treasure of the Sierra Madre;3800000;5.923;1948;4307000;8.1;428;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
189;37165;The Truman Show;60000000;12.748;1998;264118201;8.0;8067;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
190;117;The Untouchables;25000000;10.742;1987;76270454;7.7;2372;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
191;629;The Usual Suspects;6000000;11.982;1995;23341568;8.2;5025;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
192;576;The Wild Bunch;6244087;7.498;1969;638641;7.7;428;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
193;630;The Wizard of Oz;2777000;11.189;1939;33754967;7.5;2624;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
194;7345;There Will Be Blood;25000000;12.529;2007;77208711;8.1;2511;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
195;595;To Kill a Mockingbird;2000000;7.354;1962;13129846;8.0;1155;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
196;8392;Tonari no Totoro;0;18.5;1988;0;8.1;2824;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
197;1480;Touch of Evil;829000;6.973;1958;2247465;7.7;536;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
198;862;Toy Story;30000000;19.269;1995;373554033;7.9;8897;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
199;627;Trainspotting;4000000;10.411;1996;16491080;7.9;4582;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
200;110;Trois couleurs: Rouge;0;6.982;1994;0;8.0;439;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
